dwc:county,dwc:country,dwc:family,dwc:day,dwc:recordedBy,dwc:order,dwc:institutionCode,dwc:class,dwc:phylum,idigbio:uuid,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:subgenus,dwc:decimalLatitude,dwc:higherClassification,dwc:catalogNumber,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:specificEpithet,dwc:stateProvince,dwc:collectionCode,dwc:genus,dwc:continent,idigbio:dateModified,dwc:scientificName,dwc:year
Guam Island,USA,Holothuriidae,9,"F. Rowe, B. Zolan",Aspidochirotida,FLMNH,Holothuroidea,,3e24dac0-d9e6-484e-b473-a1825e202cf3,Selenka,5ED772E9-5995-4923-8BF9-625F676BED6F,,13.5,,12297-Echinodermata,144.8,,4,pervicax,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:59:01.888Z,Holothuria pervicax,1975
,USA,Holothuriidae,22,"Snelson, B.",Aspidochirotida,FLMNH,Holothuroidea,,569ef0ec-256e-4271-a41d-e280f4d34345,,F9BB58DB-70FD-4C02-82C4-30D7DA6A2012,,25.0885,,3453-Echinodermata,-83.789,,6,sp. 21,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T18:43:05.442Z,Holothuria sp. 21,2002
,Panama,Holothuriidae,,I. C. Enochs,Aspidochirotida,FLMNH,Holothuroidea,,10e61be0-380d-433b-97cf-20ff2fd175f0,Lesson,DF247CD6-9EBD-4BB0-AA2E-6546A9BFF0DC,,8.6317,,9063-Echinodermata,-79.0299,,,hilla,,Invertebrate Zoology,Holothuria,,2014-10-16T16:54:20.940Z,Holothuria hilla,2008
Pohnpei Island,Federated States of Micronesia,Holothuriidae,,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,5fb3138f-1c67-49c5-a803-47444ac5f4a4,Selenka,F4A35B43-B524-47EC-B644-7545CBC0297C,,6.983,,1552-Echinodermata,158.176,,,rigida,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:38:57.860Z,Holothuria rigida,
French Frigate Shoals,USA,Holothuriidae,16,"Brian Zgliczynski, Rusty Brainard, Amy Hall & Elizabeth Keenan",Aspidochirotida,FLMNH,Holothuroidea,,2f2baf1f-1318-4cb0-8180-0e980adc7025,Forskaal,31A4CB71-6406-47D4-B282-6DFCBFC266AE,,23.8732,,6140-Echinodermata,-166.2348,,10,impatiens,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:10:04.572Z,Holothuria impatiens,2006
,Vanuatu,Holothuriidae,23,"Meyer, C.",Aspidochirotida,FLMNH,Holothuroidea,,51c5fdd8-935c-4cf6-961a-2583aea682aa,Jäger,6D21753A-3B7D-4F10-91C4-68609C660ED2,,-15.5333333333,,4311-Echinodermata,167.2833333333,,1,atra,Sanma Province,Invertebrate Zoology,Holothuria,,2014-10-16T16:02:18.708Z,Holothuria atra,2005
,Australia,Holothuriidae,17,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,1bfb8ac4-e12a-4e47-9f80-2df78c2184f1,Lesson,CDACDE58-B7FD-4791-B6FD-9457F175A87A,,-14.74829,,8396-Echinodermata,145.51646,,2,edulis,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T19:59:54.718Z,Holothuria edulis,2009
Guam Island,USA,Holothuriidae,22,Jim Pinson,Aspidochirotida,FLMNH,Holothuroidea,,4d68c45e-df83-4771-875c-7bd8ad87595e,Cherbonnier,834266BC-A41C-49B0-8B85-37393B688366,,13.5,,11543-Echinodermata,144.8,,11,coronopertusa,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-17T00:02:30.329Z,Holothuria coronopertusa,2010
Pagan Island,Northern Mariana Islands,Holothuriidae,5,John Starmer,Aspidochirotida,FLMNH,Holothuroidea,,bb0c49d9-3c56-42fb-9257-7be3c9b0e976,Ludwig,58212555-1820-4CC1-AB7B-5A4866526920,,18.1666666667,,12579-Echinodermata,145.7833333333,,6,signata,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:20:32.832Z,Holothuria signata,2007
Okinawa,Japan,Holothuriidae,20,Fishermen,Aspidochirotida,FLMNH,Holothuroidea,,84b09d9f-0b37-448b-952d-98b4c56c1824,Bell,7C12E9A6-37C4-4C32-819F-7CC7EBDA1517,,26.25,,11043-Echinodermata,127.56,,5,whitmaei,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T23:57:57.909Z,Holothuria whitmaei,2011
Taveuni Island,Fiji,Holothuriidae,9,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,5a3e5f1f-327c-475d-99f4-7d745f8e1579,Linnaeus,8ED48298-7DED-4399-A773-27ECBF947C64,,,,1586-Echinodermata,,,8,,Fiji Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:39:50.146Z,,1985
,Honduras,Holothuriidae,,E. H. Vokes & H. E. Vokes,Aspidochirotida,FLMNH,Holothuroidea,,92807320-d2a1-4101-90b2-48a2dd9e5270,Selenka,493D0523-2392-4D6C-A180-D5172194072E,,,,5951-Echinodermata,,,,glaberrima,Islas de la Bahia Dept.,Invertebrate Zoology,Holothuria,,2014-10-16T22:35:12.695Z,Holothuria glaberrima,
French Frigate Shoals,USA,Holothuriidae,14,"Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer",Aspidochirotida,FLMNH,Holothuroidea,,bfe6cdc6-5bd1-41f2-b392-be44fa491d2a,Selenka,FECF9A52-7EB6-40D8-9891-47BE01513F0A,,23.6347,,6104-Echinodermata,-166.1857,,10,rigida,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:21:25.214Z,Holothuria rigida,2006
,USA,Holothuriidae,21,"Ross, S. W.",Aspidochirotida,FLMNH,Holothuroidea,,0fbcc417-bcb2-4d64-9ac9-6f436f9f8769,Selenka,5E93CF04-F028-4FFC-97D7-9E79CC18B298,,34.3166666667,,3639-Echinodermata,-76.8833333333,,9,princeps,North Carolina,Invertebrate Zoology,Holothuria,,2014-10-16T15:40:47.802Z,Holothuria princeps,1978
,Palau,Holothuriidae,7,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,9be2976b-cbd1-49b1-a7ed-04b3d62ded66,Cherbonnier & Feral,17E0A5AF-97CC-42D7-A2CB-050B5B0DA315,,7.1933333333,,1614-Echinodermata,134.4518333333,,3,conusalba,,Invertebrate Zoology,Holothuria,,2014-10-16T17:13:38.188Z,Holothuria conusalba,2003
French Frigate Shoals,USA,Holothuriidae,22,"Scott Godwin, Jody Martin, Jim Maragos, Gustav Paulay, Sea McKeon, John Starmer & Tito Lotufo",Aspidochirotida,FLMNH,Holothuroidea,,c5a581d0-130c-402b-bc93-99d7ed376259,Theel,215EF7E0-165C-4751-84FC-8418514B3356,,23.8705,,6210-Echinodermata,-166.2843,,10,fuscorubra,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:48:41.949Z,Holothuria fuscorubra,2006
Niue Island,Niue Island,Holothuriidae,27,,Aspidochirotida,FLMNH,Holothuroidea,,cc53765c-cb0e-4fca-8481-d20117a06281,Forskaal,45B152DB-8E00-40AE-B3E8-FBF29C12677D,,-19.1,,1583-Echinodermata,-169.9,,8,impatiens,Niue Island,Invertebrate Zoology,Holothuria,,2014-10-16T20:11:17.603Z,Holothuria impatiens,1986
Guam Island,USA,Holothuriidae,6,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,25e44d94-6bbb-4ea3-b5c6-03bdf5a70452,Forskaal,9C8D9615-5C6C-4C4B-BB9E-47261273666E,,13.479906,,6711-Echinodermata,144.726632,,2,impatiens,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:46:26.836Z,Holothuria impatiens,2008
,Papua New Guinea,Holothuriidae,15,"Anthony Berberian, Heok Hui Tan, Hugh Morrison, Lisa Becking, Vanessa Knutson",Aspidochirotida,FLMNH,Holothuroidea,,544fcf45-9a17-45c3-98e8-0294c872241e,Lesson,D61E81F8-6E87-4C58-A239-112A503ADD43,,-5.105166,,14725-Echinodermata,145.821671,,11,edulis,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T20:17:45.650Z,Holothuria edulis,2012
Guam Island,USA,Holothuriidae,9,D. A. Grosenbaugh,Aspidochirotida,FLMNH,Holothuroidea,,a419fe65-9cd3-4a9a-892a-f4df40814f4e,Kerr,BCB7C832-6447-4D67-BAE8-FF7C1EE33B87,,,,14007-Echinodermata,,,7,roseomaculata,Mariana Island,Invertebrate Zoology,Holothuria,,2014-10-16T21:23:14.422Z,Holothuria roseomaculata,1977
Mauritius Island,Mauritius,Holothuriidae,,John Starmer,Aspidochirotida,FLMNH,Holothuroidea,,7ea29b04-b2f5-464d-847a-0e0b4a3681a3,Ludwig,1E05DDF3-66CD-419F-B0A0-0DAF0BF12266,,-20.2743333333,,3617-Echinodermata,57.3686666667,,,lineata,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:47:57.988Z,Holothuria lineata,1999
,Papua New Guinea,Holothuriidae,15,"Yasunori Kano, Pierre Lozouet, John Slapcinsky, Timea Neusser, Bastian Brenzinger, Audrey Espalieu, Ken Ganzik, Dave Anan, Graham Kaina, Mande Holford",Aspidochirotida,FLMNH,Holothuroidea,,b856fe3c-c4b8-491f-a90f-e986226cab82,Cherbonnier & Feral,8E7D0CCC-67C9-4895-87C5-ADE103425429,,-5.019131,,14836-Echinodermata,145.798438,,11,conusalba,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T15:27:02.003Z,Holothuria conusalba,2012
,Australia,Holothuriidae,9,Robert Lasley,Aspidochirotida,FLMNH,Holothuroidea,,7859d11f-183c-455c-98eb-446f18099e8f,Forskaal,F6C31737-43F0-477B-A5A2-63B005E43C1F,,,,8174-Echinodermata,,,2,impatiens,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T18:10:26.373Z,Holothuria impatiens,2009
,Lesser Antilles,Holothuriidae,19,"Dominique Lamy, Laurent Pruvost",Aspidochirotida,FLMNH,Holothuroidea,,a03d870e-8177-480d-8f5f-8622d5b1161c,Ludwig,ABD966FF-B73E-4EEF-8F3C-6DD6F257D1CA,,16.351933,,12831-Echinodermata,-61.538783,,5,mexicana,Guadeloupe Island,Invertebrate Zoology,Holothuria,,2014-10-16T16:40:15.467Z,Holothuria mexicana,2012
Juan de Nova Island,France,Holothuriidae,26,"H. Bruggemann, M. Malay",Aspidochirotida,FLMNH,Holothuroidea,,449126a2-4875-4b01-9c46-3f0b994d70f5,Lesson,1DDB9BFB-163E-40F9-AAC4-9C693E84241E,,-17.07825,,9218-Echinodermata,42.7306,,4,hilla,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:33:24.731Z,Holothuria hilla,2009
Reunion Island,France,Holothuriidae,12,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,23ce6928-a009-411a-b057-585aae3ede0b,Lesson,8923995F-453E-4EF0-A46D-326208478689,,-21.0576833,,6528-Echinodermata,55.2213333,,8,hilla,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:21:25.242Z,Holothuria hilla,2007
,Mexico,Holothuriidae,28,"T. A. Ebert, D. M. Dexter",Aspidochirotida,FLMNH,Holothuroidea,,1555fd35-b68d-490a-85c3-84142c7edc0a,Selenka,CF845640-BEE5-4A74-8A05-9313B9ECA360,,23.3827,,16157-Echinodermata,-109.4253,,1,lubrica,Baja California Sur,Invertebrate Zoology,Holothuria,,2014-10-16T20:47:58.648Z,Holothuria lubrica,1972
Pagan Island,Northern Mariana Islands,Holothuriidae,6,"J. Doty, R. Rechebei",Aspidochirotida,FLMNH,Holothuroidea,,60b7779f-4db1-4840-b5ff-b36f7709e305,Jäger,E7C98BBF-E696-468C-847D-982B3130152B,,,,12213-Echinodermata,,,7,fuscopunctata,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:47:52.098Z,Holothuria fuscopunctata,1975
,New Caledonia,Holothuriidae,8,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,699583f9-a91f-48c7-8bc7-c19c2633ca27,Brandt,459D9E3C-776C-445F-96F7-8CFF0240FB52,,-22.313203,,8667-Echinodermata,166.457452,,3,leucospilota,Province Sud,Invertebrate Zoology,Holothuria,,2014-10-16T16:15:49.151Z,Holothuria leucospilota,2009
Rangiroa Atoll,French Polynesia,Holothuriidae,10,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,8c815231-5c75-4187-a813-3750500c284b,Fisher,414E59B8-CACF-4300-A49C-AEDCEAE54D67,,-14.9551666667,,624-Echinodermata,-147.7105,,10,hawaiiensis,Tuamotu Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:50:15.466Z,Holothuria hawaiiensis,2001
Oahu Island,USA,Holothuriidae,26,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,c6ff636b-f021-4cce-84c4-06f61ed6f5eb,Selenka,A6CAF94D-6F06-4AFE-BAC7-1E416A264224,,21.67,,4417-Echinodermata,-157.93889,,12,pervicax,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:26:03.141Z,Holothuria pervicax,2004
Ducie Atoll,Pitcairn Islands,Holothuriidae,9,"Wragg, G.",Aspidochirotida,FLMNH,Holothuroidea,,4e0df753-4d31-4b4f-85fc-21130f1441cc,Lesson,6BFA0673-68CF-4D58-B8C0-04381833764C,,,,1927-Echinodermata,,,11,hilla,Pitcairn Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:12:03.107Z,Holothuria hilla,1997
,Madagascar,Holothuriidae,15,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,FLMNH,Holothuroidea,,9786ad1e-7274-4257-b4fb-417cbb8bf4ad,Forskaal,5924A958-062A-4077-B283-8790284D3E71,,-13.4244,,7519-Echinodermata,48.3642,,5,impatiens,,Invertebrate Zoology,Holothuria,,2014-10-16T20:06:49.744Z,Holothuria impatiens,2008
,Saudi Arabia,Holothuriidae,9,"Arthur Anker, Patrick Norby, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,69755ff8-fe35-4f48-b2c6-750397bbbf84,Brandt,83568202-395F-414A-BB77-D1649D52167A,,16.4892,,13517-Echinodermata,41.94432,,3,leucospilota,,Invertebrate Zoology,Holothuria,,2014-10-16T17:21:59.307Z,Holothuria leucospilota,2013
,Philippines,Holothuriidae,13,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,0819b5c3-0edb-4d3f-ac7f-fea44685a6e0,Selenka,887A56C8-B725-4918-901A-B65971AFED4D,,,,5606-Echinodermata,,,6,inhabilis,Bohol,Invertebrate Zoology,Holothuria,,2014-10-16T17:26:20.321Z,Holothuria inhabilis,2006
Pohnpei State,Federated States of Micronesia,Holothuriidae,,R. Strong,Aspidochirotida,FLMNH,Holothuroidea,,3861f92a-7856-41ae-97fd-029a4f47a004,Semper,F294A44C-F86D-4A29-BFD5-71DAFE7DB927,,,,12326-Echinodermata,,,12,coluber,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:06:33.152Z,Holothuria coluber,1975
Niue Island,Niue Island,Holothuriidae,24,"Holthuis, B. & Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,8f999451-fde8-40c4-9be6-da8a4f411932,Fisher,1DE8B04A-3C2B-469A-88E7-7EEFAFA04F04,,-19.1,,1659-Echinodermata,-169.9,,10,hawaiiensis,Niue Island,Invertebrate Zoology,Holothuria,,2014-10-16T17:25:11.303Z,Holothuria hawaiiensis,91
,Australia,Holothuriidae,,,Aspidochirotida,FLMNH,Holothuroidea,,5a2a635e-acf9-4fc6-b0a2-36589d02b777,Semper,AF941551-BAF9-4B36-85E0-E39F58EA8FB1,,-23,,10192-Echinodermata,152,,11,gracilis,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T16:36:24.235Z,Holothuria gracilis,2009
Reunion Island,France,Holothuriidae,9,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,12704152-9154-401e-a067-6360ee3decaa,Lesson,B585CD71-8232-4208-8DA1-A28AB0703AF5,,-21.087166,,6488-Echinodermata,55.2216,,8,hilla,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:54:25.157Z,Holothuria hilla,2007
Majuro Atoll,Republic of the Marshall Islands,Holothuriidae,4,François Michonneau & Sun Kim,Aspidochirotida,FLMNH,Holothuroidea,,01fad491-e8ee-494f-93d1-52d4dceb247d,Lesson,7C15151A-951E-41ED-B1A7-F2649B3381E2,,7.16517,,6789-Echinodermata,171.03608,,4,hilla,Marshall Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:52:17.079Z,Holothuria hilla,2008
Niue Island,Niue Island,Holothuriidae,25,,Aspidochirotida,FLMNH,Holothuroidea,,d96ffe8d-0c31-48f3-9dbc-3b5a0305f4ee,Semper,19D5EFA4-E4DE-40ED-8EA1-C0DC7FCA149B,,-19.1,,1619-Echinodermata,-169.9,,8,arenicola,Niue Island,Invertebrate Zoology,Holothuria,,2014-10-16T17:01:30.945Z,Holothuria arenicola,1986
,Mexico,Holothuriidae,28,"T. A. Ebert, D. M. Dexter",Aspidochirotida,FLMNH,Holothuroidea,,c6d820d8-2f34-4da3-bc1d-c67229698f98,Selenka,B6D10778-345C-415C-AC08-84F6B155204F,,23.3827,,16152-Echinodermata,-109.4253,,1,lubrica,Baja California Sur,Invertebrate Zoology,Holothuria,,2014-10-16T19:43:49.000Z,Holothuria lubrica,1972
,Palau,Holothuriidae,12,S. Ohta,Aspidochirotida,FLMNH,Holothuroidea,,e3fca2c6-7ce0-430f-9d52-5a646ccb01b1,Lesson,B28BBE37-21DF-4426-8E8F-9F7E7AFC1E14,,,,12280-Echinodermata,,,8,hilla,Koror State,Invertebrate Zoology,Holothuria,,2014-10-16T18:12:23.704Z,Holothuria hilla,1976
,Papua New Guinea,Holothuriidae,24,"Frederik Leliaert, Arthur Anker, Jessica Goodheart",Aspidochirotida,FLMNH,Holothuroidea,,54863432-3fcd-462a-a66e-9e9fc5d18281,Semper,A3B7B06F-7C54-45EA-820E-0D43B8D88ECB,,,,15476-Echinodermata,,,11,arenicola,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T16:30:33.658Z,Holothuria arenicola,2012
Kagoshima Prefecture,Japan,Holothuriidae,26,Yasunori Kano,Aspidochirotida,FLMNH,Holothuroidea,,93a98396-205e-4307-aab9-c85cb4fb51fc,Ludwig,B4EBEB15-C00C-403C-A212-C7B10726E677,,31.4111111111,,9111-Echinodermata,130.1922222222,,4,moebii,Kyushu Island,Invertebrate Zoology,Holothuria,,2014-10-16T23:30:42.248Z,Holothuria moebii,2009
,Panama,Holothuriidae,,I. C. Enochs,Aspidochirotida,FLMNH,Holothuroidea,,c9aca0ca-a093-4d8c-97f4-98a62c8a2851,Lesson,D88DFF6F-FA9E-4221-8453-D97F637BD3A9,,8.6317,,9047-Echinodermata,-79.0299,,,hilla,,Invertebrate Zoology,Holothuria,,2014-10-16T16:38:13.305Z,Holothuria hilla,2008
,France,Holothuriidae,13,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,d197963f-e496-4cdd-b0ef-bc95486b312a,Bell,FCC7A716-BADD-4DC2-B175-618D4739DD9E,,-17.91205,,15753-Echinodermata,162.8987,,11,whitmaei,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T18:15:22.486Z,Holothuria whitmaei,2013
Iriomote Island,Japan,Holothuriidae,10,"Nat Evans, Francois Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,1a0d644b-d561-4d70-9a73-00e8501d6c7e,Ludwig,A7F5F882-3E8C-4F11-B943-5F625D2FB2A0,,24.421202,,10529-Echinodermata,123.802599,,7,olivacea,Okinawa Prefecture,Invertebrate Zoology,Holothuria,,2014-10-16T16:11:22.443Z,Holothuria olivacea,2010
,Australia,Holothuriidae,8,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,b8ee3e32-91de-4591-b50a-fcd496e853b5,Lesson,888569A5-945E-40BF-9CD1-954F0033E34A,,-14.6966,,8141-Echinodermata,145.4642,,2,hilla,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T19:56:41.721Z,Holothuria hilla,2009
Maui Island,USA,Holothuriidae,19,Pauline Fiene,Aspidochirotida,FLMNH,Holothuroidea,,0c67abb7-674f-4129-9d36-6439276d5f9c,Selenka,696E25E9-ABDD-482D-99BB-3778839E916D,,20.9366,,7906-Echinodermata,-156.3398,,4,pervicax,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:22:18.861Z,Holothuria pervicax,2008
,Papua New Guinea,Holothuriidae,22,"Hugh Morrison, François Michonneau, Daisuke Uyeno, Vanessa Knutson",Aspidochirotida,FLMNH,Holothuroidea,,61347dca-ecb3-465a-a61e-cc5216c726e5,Linnaeus,1B591F99-73B1-4B30-919E-25C64A625289,,-5.157667,,15471-Echinodermata,145.798172,,11,,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T23:37:34.853Z,,2012
Okinawa,Japan,Holothuriidae,18,Yoshida Ryuta,Aspidochirotida,FLMNH,Holothuroidea,,7c1f63af-386c-4593-b3a6-6bc917c3b971,Semper,3C2161B5-BDA5-4B34-8854-98FDF1A387BF,,26.166321,,10994-Echinodermata,127.649636,,5,arenicola,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T17:24:30.936Z,Holothuria arenicola,2011
Guam Island,USA,Holothuriidae,14,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,ba80eda1-958b-4813-b503-51da3f302367,Semper,592C2DEB-18C3-4BC8-B328-A131E82CFCE4,,13.426695,,6720-Echinodermata,144.796052,,2,arenicola,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:19:12.951Z,Holothuria arenicola,2008
,Australia,Holothuriidae,12,,Aspidochirotida,FLMNH,Holothuroidea,,fa4f97be-f3e2-4ca1-a87d-e650988d73f3,Jäger,67B99B5A-75CE-43DB-8DD1-958E986E4A93,,-23.4332166667,,9948-Echinodermata,151.93375,,11,atra,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T16:57:10.447Z,Holothuria atra,2009
Guam Island,USA,Holothuriidae,12,"Nat Evans, Francois Michonneau, Gustav Paulay, Arthur Anker",Aspidochirotida,FLMNH,Holothuroidea,,81fbd69a-870f-4ac5-8be0-e04376f150ae,Semper,27BEA81E-800F-48EC-9ADB-4BBE830B74BA,,13.52459,,10334-Echinodermata,144.80318,,6,difficilis,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:27:32.566Z,Holothuria difficilis,2010
,Papua New Guinea,Holothuriidae,14,"François Michonneau, Mande Holford, Bastian Brenzinger",Aspidochirotida,FLMNH,Holothuroidea,,222d0ac4-d081-4c6f-90b9-7d1c2a2753b0,Lesson,079C41AE-996B-44EC-8CF1-2173F4F2E648,,-5.107375,,14708-Echinodermata,145.822054,,11,hilla,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T21:41:24.356Z,Holothuria hilla,2012
,Philippines,Holothuriidae,11,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,9f1283b9-929f-4734-8019-40dafc1ccb7e,Ludwig,3EA497C0-0E4C-4BDA-A33F-AAB97D5D812C,,,,5627-Echinodermata,,,6,lineata,Bohol,Invertebrate Zoology,Holothuria,,2014-10-16T18:49:19.852Z,Holothuria lineata,2006
Mauritius Island,Mauritius,Holothuriidae,,John Starmer,Aspidochirotida,FLMNH,Holothuroidea,,3528116c-c33d-41b1-a6e3-54b300890f1d,Linnaeus,5A27732F-5484-448F-9CB7-50A90ACA1154,,,,3629-Echinodermata,,,,,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:14:56.334Z,,1999
St. John,USA,Holothuriidae,8,"Beets, J.",Aspidochirotida,FLMNH,Holothuroidea,,221b8ac2-8478-4022-8471-60f7d78d2b43,Ludwig,5F5AF65E-98D6-4181-BE3B-4C6327BD3901,,,,1423-Echinodermata,,,5,mexicana,Virgin Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:14:02.859Z,Holothuria mexicana,1984
,Northern Mariana Islands,Holothuriidae,1,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,db554985-c4be-4071-9c1e-f7857a6b60b9,Bell,AA1A7657-1FE8-415C-964D-4EC9B614A6CF,,,,4531-Echinodermata,,,1,whitmaei,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:56:58.347Z,Holothuria whitmaei,2003
Maui Island,USA,Holothuriidae,30,Pauline Fiene,Aspidochirotida,FLMNH,Holothuroidea,,3792e27b-d355-4fa6-825d-fc3330829631,Linnaeus,BE560B1E-60BD-4E8A-9A98-843570A110AD,,20.9189,,7912-Echinodermata,-156.6644,,11,,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:21:43.835Z,,2008
Oahu Island,USA,Holothuriidae,24,"J. Earle, J. Hoover, G. Paulay",Aspidochirotida,FLMNH,Holothuroidea,,817e77b7-80d7-43ec-9c98-87b65c4e36d3,Lesson,18F71779-2DC7-4376-9A73-FD77DDC67799,,19.99667,,4800-Echinodermata,-155.24556,,2,hilla,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:55:29.173Z,Holothuria hilla,2006
Kosrae Island,Micronesia,Holothuriidae,26,R. K. Kropp,Aspidochirotida,FLMNH,Holothuroidea,,bc5720b8-5f2b-4a42-a2c0-9e11d78c8b28,Selenka,C7DA07C9-3F01-4C6E-9250-FBA2CA47A4AE,,,,12633-Echinodermata,,,5,pervicax,Kosrae Island,Invertebrate Zoology,Holothuria,,2014-10-16T23:07:17.079Z,Holothuria pervicax,1979
Kosrae Island,Federated States of Micronesia,Holothuriidae,28,"Sun Kim, Alex Kerr, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,f9505366-f17c-4f9c-ade0-8c819fd0f19a,Lesson,B8787A75-9DD4-4A9E-87EE-17924F5AAE79,,5.36916,,7028-Echinodermata,163.01382,,2,hilla,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:02:50.764Z,Holothuria hilla,2008
,France,Holothuriidae,21,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,4b52d919-d4de-4cce-9ec2-b7bd07e54baa,Forskaal,6DE83239-76A2-40BB-AB22-97E0106D6598,,-18.48788,,15760-Echinodermata,163.09553,,11,impatiens,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T17:36:10.705Z,Holothuria impatiens,2013
Rangiroa Atoll,French Polynesia,Holothuriidae,10,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,c0effe79-479a-461d-8c7e-14d6554824ca,Lesson,230254C4-EA48-4EE1-A9E6-E8A2ACD0A03B,,-15.2421666667,,643-Echinodermata,-147.5881666667,,12,hilla,Tuamotu Islands,Invertebrate Zoology,Holothuria,,2014-10-16T16:55:42.405Z,Holothuria hilla,2001
,France,Holothuriidae,31,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,d7d4ddb7-e496-40f8-b6bc-e045b11dc6ba,Forskaal,6D59358E-AA06-4E1F-A733-376BF3DF54A0,,-22.65027,,15840-Echinodermata,167.38713,,10,impatiens,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T21:40:07.507Z,Holothuria impatiens,2013
